CODE,DIAGNOSIS,ACR group,ICD 10 Chapter Number,ICD 10 chapter description,ICD 10 block,NOTES
C44.2  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL",,2,Neoplasms,Malignant neoplasms,1
C44.2  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL",,2,Neoplasms,Malignant neoplasms,1
C44.2  M8094/,BASOSQUAMOUS CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8095/,METATYPICAL CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8110/,PILOMATRIX CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8247/,MERKEL CELL CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8390/,SKIN APPENDAGE CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8400/,SWEAT GLAND ADENOCARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8410/,SEBACEOUS ADENOCARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8420/,CERUMINOUS ADENOCARCINOMA ,,2,Neoplasms,Malignant neoplasms,1
C44.2  M8832/,DERMATOFIBROSARCOMA NOS OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL,,2,Neoplasms,Malignant neoplasms,1
C44.3,MALIGNANT MELANOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8090/,BASAL CELL CARCINOMA NOS OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8091/,MULTICENTRIC BASAL CELL CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE",,2,Neoplasms,Malignant neoplasms,1
C44.3  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE",,2,Neoplasms,Malignant neoplasms,1
C44.3  M8094/,BASOSQUAMOUS CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8095/,METATYPICAL CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8110/,PILOMATRIX CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8247/,MERKEL CELL CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8390/,SKIN APPENDAGE CARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8400/,SWEAT GLAND ADENOCARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8410/,SEBACEOUS ADENOCARCINOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.3  M8832/,DERMATOFIBROSARCOMA NOS OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,,2,Neoplasms,Malignant neoplasms,1
C44.4,MALIGNANT MELANOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8090/,BASAL CELL CARCINOMA NOS OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8091/,MULTICENTRIC BASAL CELL CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF SKIN OF SCALP AND NECK",,2,Neoplasms,Malignant neoplasms,1
C44.4  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN OF SCALP AND NECK",,2,Neoplasms,Malignant neoplasms,1
C44.4  M8094/,BASOSQUAMOUS CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8095/,METATYPICAL CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8110/,PILOMATRIX CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8247/,MERKEL CELL CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8390/,SKIN APPENDAGE CARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8400/,SWEAT GLAND ADENOCARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8410/,SEBACEOUS ADENOCARCINOMA OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.4  M8832/,DERMATOFIBROSARCOMA NOS OF SKIN OF SCALP AND NECK,,2,Neoplasms,Malignant neoplasms,1
C44.5,MALIGNANT MELANOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8090/,BASAL CELL CARCINOMA NOS OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8091/,MULTICENTRIC BASAL CELL CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST",,2,Neoplasms,Malignant neoplasms,1
C44.5  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST",,2,Neoplasms,Malignant neoplasms,1
C44.5  M8094/,BASOSQUAMOUS CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8095/,METATYPICAL CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8110/,PILOMATRIX CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8247/,MERKEL CELL CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8390/,SKIN APPENDAGE CARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8400/,SWEAT GLAND ADENOCARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8410/,SEBACEOUS ADENOCARCINOMA OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.5  M8832/,DERMATOFIBROSARCOMA NOS OF SKIN OF TRUNK/ ANAL MARGIN/ ANAL SKIN/ PERIANAL SKIN/ SKIN OF BREAST,,2,Neoplasms,Malignant neoplasms,1
C44.6,"MALIGNANT MELANOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8090/,"BASAL CELL CARCINOMA NOS OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8091/,"MULTICENTRIC BASAL CELL CARCINOMA OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8094/,"BASOSQUAMOUS CARCINOMA OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8095/,"METATYPICAL CARCINOMA OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8110/,"PILOMATRIX CARCINOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8247/,"MERKEL CELL CARCINOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8390/,"SKIN APPENDAGE CARCINOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8400/,"SWEAT GLAND ADENOCARCINOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8410/,"SEBACEOUS ADENOCARCINOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.6  M8832/,"DERMATOFIBROSARCOMA NOS OF SKIN OF UPPER LIMB, INCLUDING SHOULDER",,2,Neoplasms,Malignant neoplasms,1
C44.7,"MALIGNANT MELANOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8090/,"BASAL CELL CARCINOMA NOS OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8091/,"MULTICENTRIC BASAL CELL CARCINOMA OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8094/,"BASOSQUAMOUS CARCINOMA OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8095/,"METATYPICAL CARCINOMA OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8110/,"PILOMATRIX CARCINOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8247/,"MERKEL CELL CARCINOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8390/,"SKIN APPENDAGE CARCINOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8400/,"SWEAT GLAND ADENOCARCINOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8410/,"SEBACEOUS ADENOCARCINOMA OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.7  M8832/,"DERMATOFIBROSARCOMA NOS OF SKIN OF LOWER LIMB, INCLUDING HIP",,2,Neoplasms,Malignant neoplasms,1
C44.8,"OVERLAPPING MALIGNANT LESION OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8090/,OVERLAPPING BASAL CELL CARCINOMA NOS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44.8  M8091/,OVERLAPPING MULTICENTRIC BASAL CELL CARCINOMA OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44.8  M8092/,"OVERLAPPING BASAL CELL CARCINOMA, MORPHOEA OF SKIN",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8093/,"OVERLAPPING BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8094/,OVERLAPPING BASOSQUAMOUS CARCINOMA OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44.8  M8095/,OVERLAPPING METATYPICAL CARCINOMA OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44.8  M8110/,"OVERLAPPING PILOMATRIX CARCINOMA OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8247/,"OVERLAPPING MERKEL CELL CARCINOMA OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8390/,"OVERLAPPING SKIN APPENDAGE CARCINOMA OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8400/,"OVERLAPPING SWEAT GLAND ADENOCARCINOMA OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8410/,"OVERLAPPING SEBACEOUS ADENOCARCINOMA OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.8  M8832/,"OVERLAPPING DERMATOFIBROSARCOMA NOS OF SKIN, [SEE NOTE 5 ON PAGE 182]",,2,Neoplasms,Malignant neoplasms,1
C44.9,"MALIGNANT NEOPLASM OF SKIN, UNSPECIFIED, MALIGNANT NEOPLASM OF SEBACEOUS GLANDS, MALIGNANT NEOPLASM OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8090/,"BASAL CELL CARCINOMA NOS OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8091/,"MULTICENTRIC BASAL CELL CARCINOMA OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8092/,"BASAL CELL CARCINOMA, MORPHOEA OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8093/,"BASAL CELL CARCINOMA, FIBROEPITHELIAL OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8094/,"BASOSQUAMOUS CARCINOMA OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8095/,"METATYPICAL CARCINOMA OF SKIN, SEBACEOUS GLANDS, SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8110/,"PILOMATRIX CARCINOMA OF SKIN, UNSPECIFIED, PILOMATRIX CARCINOMA OF SEBACEOUS GLANDS, PILOMATRIX CARCINOMA OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8247/,"MERKEL CELL CARCINOMA OF SKIN, UNSPECIFIED, MERKEL CELL CARCINOMA OF SEBACEOUS GLANDS, MERKEL CELL CARCINOMA OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8390/,"MALIGNANT NEOPLASM OF SKIN, UNSPECIFIED, MALIGNANT NEOPLASM OF SEBACEOUS GLANDS, MALIGNANT NEOPLASM OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8400/,"MALIGNANT NEOPLASM OF SKIN, UNSPECIFIED, MALIGNANT NEOPLASM OF SEBACEOUS GLANDS, MALIGNANT NEOPLASM OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8410/,"SEBACEOUS ADENOCARCINOMA OF SKIN, UNSPECIFIED, SEBACEOUS ADENOCARCINOMA OF SEBACEOUS GLANDS, SEBACEOUS ADENOCARCINOMA OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44.9  M8832/,"DERMATOFIBROSARCOMA NOS OF SKIN, UNSPECIFIED, DERMATOFIBROSARCOMA NOS OF SEBACEOUS GLANDS, DERMATOFIBROSARCOMA NOS OF SWEAT GLANDS",,2,Neoplasms,Malignant neoplasms,1
C44+D63.0*,ANEMIA IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G13.0*,SENSORIAL PARANEOPLASTIC NEUROPATHY IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G13.1*,PARANEOPLASTIC LIMBIC ENCEPHALOPATHY IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G53.3*,MULTIPLE CRANIAL NERVE PALSIES IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G55.0*,NERVE ROOT AND PLEXUS DISORDER IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G63.1*,POLYNEUROPATHY IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G73.2*,OTHER MYASTHENIC SYNDROMES IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G94.1*,HYDROCEPHALUS IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+G99.2*,MYELOPATHY IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+M36.0*,DERMATO(POLY)MYOSITIS IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+M36.1*,ARTHROPATHY IN OTHER MALIGNANT NEOPLASMS OF SKIN,,2,Neoplasms,Malignant neoplasms,1
C44+M90.60*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, MULTIPLE SITES",,2,Neoplasms,Malignant neoplasms,1
C44+M90.61*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, SHOULDER REGION (CLAVICLE, SCAPULA, ACROMIOCLAVICULAR JOINT, GLENOHUMERAL JOINT, STERNOCLAVICULAR JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.62*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, UPPER ARM ( HUMERUS, ELBOW JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.63*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, FOREARM ( RADIUS, ULNA, WRIST JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.64*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, HAND (CARPUS, FINGERS, METACARPUS, JOINTS BETWEEN THESE BONES)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.65*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, PELVIC REGION AND THIGH (BUTTOCK, FEMUR, PELVIS, HIP JOINT, SACROILIAC JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.66*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, LOWER LEG (FIBULA, TIBIA, KNEE JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.67*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, ANKLE AND FOOT (METATARSUS, TARSUS, TOES, ANKLE JOINT, OTHER JOINTS IN FOOT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.68*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, OTHER SITES (HEAD, NECK, RIBS, SKULL, TRUNK, VERTEBRAL COLUMN)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.69*,"OSTEITIS DEFORMANS IN OTHER MALIGNANT NEOPLASMS OF SKIN, SITE UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C44+M90.70*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, MULTIPLE SITES",,2,Neoplasms,Malignant neoplasms,1
C44+M90.71*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, SHOULDER REGION (CLAVICLE, SCAPULA, ACROMIOCLAVICULAR JOINT, GLENOHUMERAL JOINT, STERNOCLAVICULAR JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.72*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, UPPER ARM ( HUMERUS, ELBOW JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.73*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, FOREARM ( RADIUS, ULNA, WRIST JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.74*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, HAND (CARPUS, FINGERS, METACARPUS, JOINTS BETWEEN THESE BONES)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.75*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, PELVIC REGION AND THIGH (BUTTOCK, FEMUR, PELVIS, HIP JOINT, SACROILIAC JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.76*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, LOWER LEG (FIBULA, TIBIA, KNEE JOINT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.77*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, ANKLE AND FOOT (METATARSUS, TARSUS, TOES, ANKLE JOINT, OTHER JOINTS IN FOOT)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.78*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, OTHER SITES (HEAD, NECK, RIBS, SKULL, TRUNK, VERTEBRAL COLUMN)",,2,Neoplasms,Malignant neoplasms,1
C44+M90.79*,"FRACTURE OF BONE IN OTHER MALIGNANT NEOPLASMS OF SKIN, SITE UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C45.0,MESOTHELIOMA OF PLEURA,MALIGNANT NEOPLASMS OF RESPIRATORY AND INTRATHORACIC ORGANS,2,Neoplasms,Malignant neoplasms,1
C45.0  M9050/,MALIGNANT MESOTHELIOMA OF PLEURA,,2,Neoplasms,Malignant neoplasms,1
C45.0  M9051/,MALIGNANT FIBROUS MESOTHELIOMA OF PLEURA,,2,Neoplasms,Malignant neoplasms,1
C45.0  M9052/,MALIGNANT EPITHELIOID MESOTHELIOMA OF PLEURA,,2,Neoplasms,Malignant neoplasms,1
C45.0  M9053/,MALIGNANT BIPHASIC MESOTHELIOMA OF PLEURA,,2,Neoplasms,Malignant neoplasms,1
C45.1,"MESOTHELIOMA OF PERITONEUM, MESENTERY, MESOCOLON, OMENTUM, PARIETAL PERITONEUM, PELVIC PERITONEUM",MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS,2,Neoplasms,Malignant neoplasms,1
C45.1  M9050/,"MALIGNANT MESOTHELIOMA OF PERITONEUM, MESENTERY, MESOCOLON, OMENTUM, PARIETAL PERITONEUM, PELVIC PERITONEUM",,2,Neoplasms,Malignant neoplasms,1
C45.1  M9051/,"MALIGNANT FIBROUS MESOTHELIOMA OF PERITONEUM, MESENTERY, MESOCOLON, OMENTUM, PARIETAL PERITONEUM, PELVIC PERITONEUM",,2,Neoplasms,Malignant neoplasms,1
C45.1  M9052/,"MALIGNANT EPITHELIOID MESOTHELIOMA OF PERITONEUM, MESENTERY, MESOCOLON, OMENTUM, PARIETAL PERITONEUM, PELVIC PERITONEUM",,2,Neoplasms,Malignant neoplasms,1
C45.1  M9053/,"MALIGNANT BIPHASIC MESOTHELIOMA OF PERITONEUM, MESENTERY, MESOCOLON, OMENTUM, PARIETAL PERITONEUM, PELVIC PERITONEUM",,2,Neoplasms,Malignant neoplasms,1
C45.2,MESOTHELIOMA OF PERICARDIUM,MALIGNANT NEOPLASMS OF MESOTHELIUM,2,Neoplasms,Malignant neoplasms,1
C45.2  M9050/,MALIGNANT MESOTHELIOMA OF PERICARDIUM,,2,Neoplasms,Malignant neoplasms,1
C45.2  M9051/,MALIGNANT FIBROUS MESOTHELIOMA OF PERICARDIUM,,2,Neoplasms,Malignant neoplasms,1
C45.2  M9052/,MALIGNANT EPITHELIOID MESOTHELIOMA OF PERICARDIUM,,2,Neoplasms,Malignant neoplasms,1
C45.2  M9053/,MALIGNANT BIPHASIC MESOTHELIOMA OF PERICARDIUM,,2,Neoplasms,Malignant neoplasms,1
C45.7,MESOTHELIOMA OF OTHER SITES,MALIGNANT NEOPLASMS OF MESOTHELIUM,2,Neoplasms,Malignant neoplasms,1
C45.7  M9050/,MALIGNANT MESOTHELIOMA OF OTHER SITES,,2,Neoplasms,Malignant neoplasms,1
C45.7  M9051/,MALIGNANT FIBROUS MESOTHELIOMA OF OTHER SITES,,2,Neoplasms,Malignant neoplasms,1
C45.7  M9052/,MALIGNANT EPITHELIOID MESOTHELIOMA OF OTHER SITES,,2,Neoplasms,Malignant neoplasms,1
C45.7  M9053/,MALIGNANT BIPHASIC MESOTHELIOMA OF OTHER SITES,,2,Neoplasms,Malignant neoplasms,1
C45.9,"MESOTHELIOMA, UNSPECIFIED",MALIGNANT NEOPLASMS OF MESOTHELIUM,2,Neoplasms,Malignant neoplasms,1
C45.9  M9050/,"MALIGNANT MESOTHELIOMA, UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C45.9  M9051/,"MALIGNANT FIBROUS MESOTHELIOMA, UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C45.9  M9052/,"MALIGNANT EPITHELIOID MESOTHELIOMA, UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C45.9  M9053/,"MALIGNANT BIPHASIC MESOTHELIOMA, UNSPECIFIED",,2,Neoplasms,Malignant neoplasms,1
C45+D63.0*,ANEMIA IN MESOTHELIOMA,,2,Neoplasms,Malignant neoplasms,1
C45+G13.0*,SENSORIAL PARANEOPLASTIC NEUROPATHY IN MESOTHELIOMA,,2,Neoplasms,Malignant neoplasms,1
C45+G13.1*,PARANEOPLASTIC LIMBIC ENCEPHALOPATHY IN MESOTHELIOMA,,2,Neoplasms,Malignant neoplasms,1
C45+G53.3*,MULTIPLE CRANIAL NERVE PALSIES IN MESOTHELIOMA,,2,Neoplasms,Malignant neoplasms,1
C45+G55.0*,NERVE ROOT AND PLEXUS DISORDER IN MESOTHELIOMA,,2,Neoplasms,Malignant neoplasms,1
